id_venta,fecha_venta,cliente_id,producto_id,categoria_producto,cantidad_vendida,precio_unitario,coste_unitario,producto,pais
fbaaceb5-124b-4162-82ad-55ee5dcff58c,2024-07-02,8a073305-5b9a-4567-99f3-2561e4dccf1a,21bc1541-b3a8-4328-89a1-591b11b91353,Ropa,3,201.0800010001377,130.47048919226393,Pantalones,México
5d8cfa01-09e4-4f96-bebd-5d421b525b1c,2024-01-24,4edb4845-544d-4c57-9cf0-8094fd226b2f,97c463b1-0d17-4cb1-bf4b-446a16aeaf3b,Libros,2,200.0098349781219,128.5512581063554,Cuento,Francia
c2bec53f-a363-4c38-9fdc-eb44f1104841,2024-01-14,3f1d1a9f-0076-4812-b52e-39b93411f1a1,bc48745a-50f1-44f7-b374-34dae02d8d38,Hogar,2,191.92155449019273,123.3424784217016,Lámpara,Japón
8ea9533b-456d-4b77-b985-16719a5753bb,2023-04-22,edaab4d2-ac35-47b8-a4ad-97865002b119,0ab56c63-3c8e-45fb-b61e-4d367fff9da6,Hogar,3,202.20443959605126,130.36566382460416,Silla,Alemania
6db99bb5-8d02-4405-88d8-80842ce48908,2024-02-24,387528e5-2ddf-4e88-8629-5b0097a009da,ac925296-94d5-46c5-b017-b4d509a22190,Ropa,1,196.5515788211035,127.43022249690976,Camiseta,Argentina
37c48681-da62-458b-8efb-a3a052dac00c,2023-10-19,5e1db09d-af8b-4eb0-bccb-8170f4f88729,13e102f9-a874-403e-9adb-fe57f39babf4,Juguetes,1,187.27280540760702,121.29119230769231,Lego,Francia
7192af0b-e5bf-44e4-bb44-750616b38592,2024-03-09,22fde705-6c56-44dc-839b-bf0e6f8fc8c9,85008d9a-9172-4d9f-82f0-89de7e9de7c0,Juguetes,2,197.49828224550458,127.94756489493201,Rompecabezas,Estados Unidos
35a7a947-e68f-4030-8b4d-867f1e7d857e,2023-12-24,8e2c330e-6f4f-4cee-bb8a-c274b130d8b9,d8d2b483-fe9d-4cbf-affe-488e30d0ba8f,Libros,2,196.21222129103984,128.34146562905318,Ensayo,Brasil
9c71f675-c16b-40c2-ab4c-774e10b14689,2023-08-19,aa3de621-3edc-42cb-887e-83f8616c92da,4e7d612b-e865-4566-85c0-0c9635f166e6,Libros,2,200.0098349781219,128.5512581063554,Cuento,México
06d1f203-bd4c-4737-84ef-999af668ff7c,2023-08-10,86ac906f-eff2-42b5-a662-5903e618083e,5e3f25f2-843f-4c75-95d9-01d7c785ff77,Ropa,2,196.5515788211035,127.43022249690976,Camiseta,México
5316187c-c52c-4b20-b124-9172a8259cc8,2024-05-14,89bf5575-df53-4858-82c3-3c8930ec4a42,dbac1beb-c8ab-4081-a36a-099bb8b4408c,Hogar,3,202.20443959605126,130.36566382460416,Silla,Canadá
3e86e4be-f2ef-4c6b-b7d5-2aadee8440d3,2023-09-03,e9a33299-5525-48ef-a9d6-0ded67e4b164,684f9a35-bf12-479c-bae0-bc0daf4657f8,Libros,2,196.21222129103984,128.34146562905318,Ensayo,Francia
1ee6e179-af0c-4317-a39e-539ac2b698cf,2023-11-26,9fdee645-9ac0-451c-87a6-5601c27bf413,953c430f-d134-4bf6-8fbb-1cd4bf6258dc,Electrónica,3,197.9381926217956,127.76854838709677,Televisor,Estados Unidos
fa9a6be6-3efd-451f-b7d8-cffb90f0e4ad,2024-03-26,73de1555-6594-43b1-a982-be70cf6150a3,321ca50f-dcce-45bf-b099-bd0633f0473e,Ropa,2,196.5515788211035,127.43022249690976,Camiseta,Francia
37b4051b-1eeb-442e-8d0e-6b4dd0b2e6d4,2023-08-08,fb06f1d6-8e3b-4293-bc2f-2bf63f83ae4e,241fcbef-5c7c-437c-9982-6fe7187e54dd,Hogar,2,191.7017584796187,122.59686813186813,Sofá,Francia
eaed1a79-072f-4e49-9413-ae4b473cb6d0,2023-05-27,a3a8793e-ebf7-4ab6-99a4-8568d046bcf6,0e022c5b-7c27-478c-ad98-556ab5974fa4,Ropa,2,201.0800010001377,130.47048919226393,Pantalones,Canadá
5968284d-4b92-4c5c-9ea0-3ad80f4efe87,2024-09-16,a01739e4-a127-48e9-999d-dd479c09428c,559e38e8-7c60-4269-9ae6-bf64c4f0a770,Electrónica,3,197.9381926217956,127.76854838709677,Televisor,Japón
05065911-468a-49b3-a26a-0b4f4852db22,2024-02-16,0ddcaddd-7f5d-4f6a-b1b8-b836895f9a4a,567be194-04fc-43a1-a07c-59d8bf295864,Ropa,2,201.0800010001377,130.47048919226393,Pantalones,España
b006f957-4cea-4758-83dd-5b149877c204,2023-09-10,821fd527-b6fe-4623-8df9-fb127f0b5c19,cf3f89f7-c6e5-467e-97e7-f310618d3320,Juguetes,3,191.59877516968936,124.11034090909091,Muñeca,México
3b904c4b-c4a7-4e44-842a-eecfd999148c,2023-10-07,a0fb13a6-36a7-4540-9b7f-da308bbab190,fd96595c-90c0-4f6a-a776-bf06f09957a6,Electrónica,1,198.90503982842407,128.34457142857144,Laptop,Estados Unidos
45cbe884-ed0a-4c28-808c-695a8e394101,2024-02-29,126f1d67-615f-4b43-af9e-cb0303c7f94c,9bb13574-a8b5-4d59-9080-04de00c73e50,Juguetes,2,185.75183957669114,120.90968193384224,Pista de coches,México
2fb8f3b7-54e8-4198-98e7-e41d906652a9,2023-04-15,50886377-0212-45f2-93d8-21e8820e7f60,2b9b8973-244d-451e-8161-946fc16582c9,Electrónica,3,198.90503982842407,128.34457142857144,Laptop,Reino Unido
2e5f9a8d-73cb-459b-8777-28e4edcab4ae,2024-06-28,fd160483-930b-499f-8648-157ed9cbe508,37a3d42d-0b08-4bae-90eb-e3f330ff21e6,Libros,2,200.0098349781219,128.5512581063554,Cuento,México
51eb3187-bb04-4eef-b381-b809aaad3a51,2024-08-17,26692e13-9a16-40f2-86e2-d24ff328f825,9366f5ce-3836-4361-af36-a3a0d7ff915d,Hogar,1,202.20443959605126,130.36566382460416,Silla,Estados Unidos
f5253aec-1649-45d3-b8b4-2843e0357fe1,2022-12-14,84bcadee-06f3-44ee-9dcf-46befe06d2cb,b5bf69f5-9fcd-4070-871a-12fec7a58279,Electrónica,3,186.6186999876207,120.61770512820513,Smartphone,Japón
c3acd261-e43d-4d11-b0bb-33a2d28d7a9f,2024-04-03,c993c3fe-a3ea-45ef-9382-a2fa702bd787,daf6d0a7-5e54-4948-b4c6-304501f6ab0a,Hogar,3,202.20443959605126,130.36566382460416,Silla,México
7342b019-9c07-47a1-bfc1-0697e36dc070,2022-12-01,1df4ee2f-e32f-4a84-af10-9793c5066d2d,9b569606-4bb8-4263-9841-1eb8a1395887,Juguetes,2,185.75183957669114,120.90968193384224,Pista de coches,Alemania
94162ded-16b8-4b68-81d2-31967af1c138,2023-12-27,b8ea72ad-c9d3-4e34-8f13-20aa94f567a1,553a79f4-9b88-4eb9-afee-150c29c8d37f,Hogar,1,202.20443959605126,130.36566382460416,Silla,Alemania
a8c9df8a-c174-489a-88e5-8a40bd87c802,2023-07-03,4dc559a1-fecf-4bcd-9b86-b460df6531ce,7bc2bdc4-ee85-4e02-a203-66e0e05bf4b6,Juguetes,2,191.59877516968936,124.11034090909091,Muñeca,Reino Unido
ce522462-8244-4083-a536-a6aadeae39d0,2024-08-10,216ea98c-aae9-4c5e-832a-4925d71ad42f,c4e125f3-87e2-4644-8694-ecefba955eca,Juguetes,3,187.27280540760702,121.29119230769231,Lego,Estados Unidos
bcddc409-5c60-4c64-9cec-4ff5b2667a3e,2023-10-23,b3ef9d5c-44aa-43dd-8aa5-1eec02d9959b,33d4bc89-3644-46e1-a63b-682efe71c7c6,Electrónica,2,197.9381926217956,127.76854838709677,Televisor,Brasil
efe6ba66-c89b-4d1a-93f9-bbcc80a68195,2024-01-22,7679d287-0382-4a47-9d78-5378d0172446,461e02a0-c0f2-4e95-b419-8847d95b7bb2,Ropa,1,189.06036408595725,121.00687969924813,Zapatos,Reino Unido
72297fd6-9e9d-4924-95be-43c38a37fcf6,2023-04-27,72375894-59a0-4496-a6ea-802ca83bd684,481219f9-06e9-45cb-80fd-892c84386485,Hogar,3,191.7017584796187,122.59686813186813,Sofá,Argentina
08539925-f0e1-41e9-8294-8f183a606cbb,2023-10-10,dd8fdb4a-88a0-4378-9d36-8936a8daf0ed,e185ca82-64f7-47ad-b4a2-6f40c78e6b3c,Hogar,1,198.6655571362002,128.67894736842103,Cama,Alemania
f3976ee9-907e-48be-a1a6-9a98bfc0ce9a,2024-02-03,79446cca-5b71-43a5-9e01-e49654f09b09,31a066a9-6c9a-4cc5-9654-608993670c11,Electrónica,3,198.90503982842407,128.34457142857144,Laptop,Francia
5c25aff0-9a95-4d41-bf61-20bea140089e,2023-06-13,10276997-4021-4cbc-a33d-bee0f3057d9a,fa218043-600c-41ed-a33c-fd8d692e23ba,Juguetes,2,191.59877516968936,124.11034090909091,Muñeca,Alemania
314fbddf-06e9-4948-9a94-41bf47f6cebc,2024-08-11,70eea30b-2316-4e6d-bb4c-ed21ff9bdaf4,da42e692-977c-41c3-b79e-bea2b9cb933f,Libros,1,200.0098349781219,128.5512581063554,Cuento,Argentina
6b67b092-d37a-4917-a36d-9bf9884b89bc,2023-04-10,ca8a64e3-ea13-4e13-8d7f-a107322084ca,bca3a003-f860-4396-9f57-9acc572ecf73,Electrónica,3,197.9381926217956,127.76854838709677,Televisor,México
cf0ff1e0-965b-4800-a18d-b411edfe5998,2024-07-18,edf99485-836a-4ee0-be71-d4c2d0f2d239,097af30f-32a8-47e1-a89c-39222e7eabc4,Electrónica,3,198.90503982842407,128.34457142857144,Laptop,Argentina
80d8c5aa-54b2-450b-8e6a-b3b1be3a832c,2024-01-28,cbe14d93-98dc-4be9-ae13-8863f2ccd5a4,d3cd113e-4e68-4d4a-9591-1b8d1a1788a3,Libros,3,209.12007863787164,135.3895427901524,Guía,Argentina
76ff4815-3d1a-4bb4-a62b-cc4523d9409c,2023-05-14,bf6b0e96-51f9-4153-bbee-526173d04d29,d5cebc83-c0dd-4bb4-8c8b-80b32f040216,Juguetes,1,185.75183957669114,120.90968193384224,Pista de coches,Brasil
8938d88d-0ca4-459e-9722-06e9b7c83721,2023-04-15,4e3c1e5e-b88e-4a49-af9d-3579c0c3fb93,310aee4d-1b18-4441-ae54-7fd3b6df7de5,Electrónica,2,194.74009285029777,127.19261813537676,Auriculares,Japón
e9583291-8aae-4b98-a003-2df831def8cd,2022-09-30,8f26b657-5e0b-485a-b6bc-fbd4670d5387,42529884-701c-401c-b788-0af6b14ec7c6,Libros,3,189.6001255005908,122.6483009079118,Novela,Argentina
9f44a41a-7058-46da-9d3a-abfbaeccba75,2023-03-27,fb762df4-2e2a-475a-9d47-29c34d15396c,bd9f5e21-e7f1-458d-aa1d-5c721133eb4b,Hogar,2,198.6655571362002,128.67894736842103,Cama,Alemania
71374131-f3c1-404e-9278-ae2885ff30b0,2024-04-03,2756e3c6-9124-4627-b033-84e3d216f4f6,e771aed7-89da-403e-96ce-fcf1a9cb4b27,Hogar,1,198.6655571362002,128.67894736842103,Cama,Canadá
9c558f06-617e-4d88-b319-f353ba92695f,2023-10-26,7e3d83cf-4ca5-401a-8591-dca90dccdca4,587527e4-a3c6-41e3-a017-23e2300e6b2b,Hogar,2,191.7017584796187,122.59686813186813,Sofá,Francia
542bdfb2-bf9f-4138-af67-f092f6541fc0,2024-05-03,8f65429c-da37-418e-9118-281c1f05415e,20aa4639-fe71-40e7-a8ca-ba5873f30a64,Electrónica,2,186.6186999876207,120.61770512820513,Smartphone,Reino Unido
566e6264-1b45-43a4-8fd5-08d5a19ba006,2023-01-08,7d4d2b4c-4c0e-4056-8e3d-367f5ba0b3f9,76fcebdf-ace2-4fb7-9627-da91dec8e869,Ropa,2,198.96871989777654,128.8737347767253,Chaqueta,México
f903b3f4-f658-448b-8e01-1ac5e33c0ea6,2023-01-05,fd76bad4-1074-401c-9483-a2cc902fe74e,16ef8401-7275-49d5-9b5b-5fe7b6fa16c3,Electrónica,1,198.90503982842407,128.34457142857144,Laptop,México
e51f991b-b01a-45ab-8f8e-d9563b371ff4,2024-02-01,64caa544-c80b-49d3-876d-e4ee9bd4987d,0672091d-24ab-48b7-836f-0910cf48d5b3,Hogar,1,202.20443959605126,130.36566382460416,Silla,España
7bb5caf1-86ca-4389-873c-376ce851a2cc,2022-10-06,8c0dc2e5-bde9-4814-a979-80d299bc32ec,f58f821b-1279-4512-a4d9-f80408b69e65,Ropa,2,198.96871989777654,128.8737347767253,Chaqueta,México
29bbb6be-e0ca-4706-aa99-ed3408314ad7,2023-12-14,ac358e46-e23a-456f-8422-48f0df92e6d0,73fc09cc-628e-44c5-b2fb-d34c6bb8498a,Hogar,3,202.20443959605126,130.36566382460416,Silla,Argentina
8a62c9fc-e7e7-48da-9338-a10678051123,2023-10-28,8c0fedba-2101-440f-bf0b-f2e22098eded,eb4ef090-b18f-4a00-86c5-500a4ad10331,Hogar,3,191.7017584796187,122.59686813186813,Sofá,Reino Unido
0b2dfeea-1a75-4e85-89ea-428a7a193822,2024-06-23,62ffec10-626e-4270-9c2e-0fab4a350891,96066a48-4844-4a09-b343-acbcc8b7ec12,Juguetes,3,191.59877516968936,124.11034090909091,Muñeca,Argentina
2f6d3fcc-d19e-4251-a98c-939c3c2b9a85,2024-08-18,fa525501-7a78-4702-bf30-9410e64bcb5b,6abbff97-6b20-4166-b12e-46928a783119,Ropa,3,201.0800010001377,130.47048919226393,Pantalones,Francia
a04ee42d-88c3-4721-9f3d-89b3cf176495,2023-08-14,bbbb3b7c-744b-4898-b3ea-9aa7c0748754,7be69177-6052-4b53-8941-88c18343c0b7,Juguetes,3,187.27280540760702,121.29119230769231,Lego,Argentina
456f8011-f915-43e9-8939-eceab40a6510,2022-11-07,0303f8a0-b06f-437e-a370-c38ef0eaf394,48cab33f-4f56-4960-a4e0-4f3a61fb54fe,Ropa,1,189.09927701394648,123.88963567839195,Sombrero,España
d678fd78-795a-40e7-b7e4-e6e64d93bd65,2023-04-20,dad39a85-93a0-4139-9211-9e8b5cf7aed6,3108c1cc-3649-46bf-b14e-f19822013e0c,Libros,1,196.21222129103984,128.34146562905318,Ensayo,Brasil
98d72b29-9fc0-44dc-9fb2-1842a63404a4,2023-03-27,2aa4d496-a3c4-4cea-ae31-7b6c0039ebe2,ad112472-14f7-40d6-a8be-0334168a3525,Libros,3,189.6001255005908,122.6483009079118,Novela,Francia
fbbb3513-3cf2-45ef-9319-58c9c3dfb441,2023-11-03,a6285576-a877-4878-a5d8-87cf1669035f,0f0f3122-9ce1-497e-8c9f-ca2ed5edcbd1,Juguetes,3,185.75183957669114,120.90968193384224,Pista de coches,España
61d4dc0b-50e1-497b-833c-9f968ca99320,2022-12-26,a4492dea-9660-4413-b18a-781fbb6cdd1a,76fde14f-eef4-4c60-8114-47f38abf0672,Libros,1,209.12007863787164,135.3895427901524,Guía,Argentina
a4d2d0f6-8f26-4e16-83ba-a1a4792a526d,2024-06-01,35992524-6cce-4fe4-a9de-5d3def51e3dc,55ad5531-8788-408d-bf80-f2b05e81e4dc,Libros,1,202.22718619513154,132.03259541984733,Biografía,México
8ee1927a-fa2d-4ad3-a181-c33cfa1141db,2023-06-09,ddd932e0-3ac7-451d-9983-7504e685ff13,36182ca1-44c7-4e0c-8dde-64fc22707fcd,Ropa,3,196.5515788211035,127.43022249690976,Camiseta,España
46778f75-4f5b-487f-8e5a-81121e7c9eaf,2024-03-05,05fc4722-85c4-43cc-8fb4-12037fee95bc,15d8d7e4-791e-4714-be63-4e7eb8d3a41c,Hogar,1,202.20443959605126,130.36566382460416,Silla,Canadá
ae80a04a-8817-4921-8490-49c492a12379,2024-05-15,89cbaf1d-5a9d-4c2d-9fab-97e4c35e44a0,48610b12-1643-4dd1-83fd-d670ef41b328,Hogar,3,198.6655571362002,128.67894736842103,Cama,México
2b6b8a1a-9942-4601-abe8-0975e44e290d,2023-08-30,4a79d8d6-ae52-449c-b1bc-372473fe0ac6,434614b7-e6ba-47cf-a19a-1d5622fc8fa8,Libros,1,196.21222129103984,128.34146562905318,Ensayo,Brasil
53802ad1-13ad-439e-842d-0ac8b1db2a4a,2023-12-24,2f26fa04-b68e-41b1-bb84-33e32d0b0fb9,a5045988-5783-4dbf-87de-e6e4aaed3ccc,Ropa,2,201.0800010001377,130.47048919226393,Pantalones,Japón
862846fd-8642-43c9-a089-cc94cc198ecf,2023-04-06,124e5fe1-f334-4c9c-afa0-fa12cfc6fe5d,7340ba20-792b-46a3-8e9f-051a721d6b5a,Juguetes,1,185.75183957669114,120.90968193384224,Pista de coches,Brasil
7ff8ce55-f58d-47f3-afdb-0eab9ca2046c,2023-12-13,cba20182-3ebf-4061-8ec2-1e98cd748ddf,536fc551-6a14-4f23-bb61-7ecd2ea234bc,Libros,3,209.12007863787164,135.3895427901524,Guía,Brasil
4519ec75-2f0f-4869-88fb-1055a21fabd5,2023-02-10,ce4b3d33-afcd-4182-bd91-ebdfef102f3b,26b0384c-0350-4331-8a97-62cea0aaa481,Ropa,3,198.96871989777654,128.8737347767253,Chaqueta,Canadá
70a31033-7353-4f03-b2aa-4c5a387e95b1,2023-12-11,749b12c7-6d66-40fb-b8a4-465242303789,1d797367-e7a0-4edc-bc42-cce74a74222b,Juguetes,2,197.49828224550458,127.94756489493201,Rompecabezas,Japón
3f004a8d-33f7-4dff-a8ab-28c7c0322127,2023-01-26,afa61ae8-d328-4b6c-8973-6232cc9e93af,4cf17313-3653-4a18-960c-28af60491717,Ropa,1,201.0800010001377,130.47048919226393,Pantalones,Alemania
0c5d5ab9-4c6a-4df3-b727-3f3b33f8ad89,2023-09-24,2c69c578-c1d5-4f34-bdbc-ee66034b423d,d56e2b85-cdd2-43ea-9b2e-f0477862472d,Libros,3,200.0098349781219,128.5512581063554,Cuento,España
2d50935a-deb5-49d2-bce3-3dc836f62763,2024-03-23,1862c028-db2d-441e-97c9-92a50560d0e8,7e1bddc0-eb42-4173-8c02-b8ae123ef0fa,Hogar,1,198.6655571362002,128.67894736842103,Cama,Argentina
f4b42dfb-e1e6-4d2a-ba5c-2ef4c3a48373,2023-11-30,8bf03b32-eaec-4aac-9e7d-e4397ada6943,a62e905c-0188-4c59-91f4-c96a59894f0d,Hogar,3,202.20443959605126,130.36566382460416,Silla,Japón
fb6db05f-76fd-48fc-b28b-8c9e20ab291c,2024-01-26,8b8136ba-7894-4889-84fe-aeb0c1238ee0,eaccf7d9-96d0-45a5-aedd-de0c7095362d,Juguetes,2,185.75183957669114,120.90968193384224,Pista de coches,Alemania
e55400fc-c217-4d1c-a0ce-3660d3cc5f7f,2023-03-22,9494d714-6026-434a-9e69-877c3632c1a8,81d84717-f0c2-488b-afaf-0fe0953d43b9,Electrónica,1,200.99511187256311,130.44579800498752,Tablet,España
c2791236-500b-4bee-ac04-3690b828659a,2022-12-20,1a40b033-9e1e-494d-a4e8-ba764903db7c,409af0e7-f338-4973-b109-ef766dab3258,Ropa,2,189.09927701394648,123.88963567839195,Sombrero,España
70094548-7eb2-48eb-bdc7-688529132820,2023-05-22,416003e1-8c15-46d9-8202-ae3afd3616e6,c1caa2ce-189a-4ccf-b2c7-2d6fc30e84c7,Electrónica,3,186.6186999876207,120.61770512820513,Smartphone,Estados Unidos
c16b856b-6948-43a2-91da-873444d876ba,2023-04-08,85731b9a-ffa5-4d65-b404-d4a3593e3765,7d4445b3-ef25-4ff7-87b7-af56f1696b19,Libros,2,202.22718619513154,132.03259541984733,Biografía,España
ce1691ff-4de8-45f4-913c-53bb7e5aa6d3,2023-04-16,8e917eab-443e-4ab9-8752-9f856ec86c22,7e448c9d-e1eb-482d-ba4d-dbefb38c24af,Ropa,3,189.09927701394648,123.88963567839195,Sombrero,México
0e05f040-4b5d-4ed4-a5f9-e946f798d18f,2023-09-10,dee9fd26-aef9-442a-b094-b01285b35105,8d9854b1-f006-4f18-b8cf-44e0583c2db7,Ropa,1,189.09927701394648,123.88963567839195,Sombrero,Alemania
199592f7-136e-40b4-8a37-40e3936e7790,2024-08-26,0896105c-f4a1-453c-bb26-69b2489b993b,c395502c-a35b-41e8-8927-e13294415cfc,Ropa,1,198.96871989777654,128.8737347767253,Chaqueta,España
b14b3c68-395a-4922-9159-cd3ab51f24a1,2023-06-03,690b6d1c-1fbd-4f8c-b2c6-d087794820aa,ed2634c9-2030-4097-8a1f-fe8c6ccf43d0,Ropa,1,189.06036408595725,121.00687969924813,Zapatos,México
17ed23c3-ce68-4a04-bb11-630c6df87394,2023-10-05,331c592b-629c-410e-8a28-6d4dc61d89c7,52f39ad0-2d39-4018-a472-1c0e28e6e81a,Juguetes,3,197.49828224550458,127.94756489493201,Rompecabezas,Japón
25774432-3eba-4276-b9e1-4bd62fe4d000,2023-09-07,90c438fb-6778-40ec-a663-0786383b38ef,2aa8f736-49c3-478a-91c9-91525bcedac9,Juguetes,2,183.29760046103334,120.58295511221945,Peluche,Argentina
e4cfd59f-4c01-4b89-a4a2-eb35dcb8707b,2023-09-30,cc92c348-15ca-4ad6-b916-9920cfee8e61,082ed402-5bb7-4fce-b372-92a7020db315,Electrónica,1,198.90503982842407,128.34457142857144,Laptop,Francia
290bd609-c79f-4c93-b255-430ea8d59af3,2023-08-05,a248672b-329a-4144-b8da-4a6c744f5ed9,6f299718-dc7e-4dda-b60e-74a830de8355,Hogar,1,191.7017584796187,122.59686813186813,Sofá,Reino Unido
5c527155-2d38-4a73-8c10-a0fcc69d9364,2024-04-26,bd706633-aa4d-4861-bc9b-ad6d6f99b656,79404696-7661-484f-9766-30879a466b2a,Libros,2,202.22718619513154,132.03259541984733,Biografía,México
290d3b21-2659-401d-8ffa-d2507987361f,2023-09-17,d7229292-9cb7-44a8-89d1-f9cf32befc88,6c24e94a-37a5-411e-a38a-894ab474c92f,Juguetes,1,187.27280540760702,121.29119230769231,Lego,Brasil
cb058b6e-a537-42e6-8df7-414f8c7cd0fc,2023-08-22,74469ff5-4c34-4cc8-b19c-a0d6828d39e8,cc94acc3-adb6-4799-a9dc-a1261cfc6252,Juguetes,1,191.59877516968936,124.11034090909091,Muñeca,Argentina
1bac74f9-18c1-4729-896a-70b310614892,2024-06-03,4190278c-3cb5-4209-89d6-64e2a93069b4,999b3b1f-c02a-4cf1-8b4f-2484e1d70baf,Juguetes,1,187.27280540760702,121.29119230769231,Lego,Estados Unidos
b76b8f71-c64b-43c5-8efe-fde5705c31d8,2024-06-28,f6003410-c226-4e9b-81f7-40cc9dda0340,8085ca8f-9968-4732-82d8-779a1040f221,Electrónica,1,198.90503982842407,128.34457142857144,Laptop,Estados Unidos
e602e9ea-cba6-41a4-a87e-4c58cd2ba844,2022-11-02,afa86741-bae8-41e7-b5a9-d59fcc58c9c6,f4d2d727-ad74-46f4-a816-962b5d6ca804,Ropa,1,189.06036408595725,121.00687969924813,Zapatos,Brasil
3a9b26e4-ed2b-4fb1-bb25-d2e2d4bdf5a9,2022-12-21,9748bc84-765f-4eaa-befa-394f8defff84,e5a63e67-bbfe-4904-a443-b96ef52a46cc,Juguetes,3,183.29760046103334,120.58295511221945,Peluche,Francia
f0d9268d-9e3a-4ae2-b8f0-2453bd61cbc8,2024-04-16,5d2537e6-502d-4646-8b67-2229a7c1186c,0b60d1cb-f914-4b4c-86c5-70bf438ed8a4,Ropa,1,189.06036408595725,121.00687969924813,Zapatos,Argentina
b310ed8e-fc54-42c5-830d-597e469b09b6,2023-04-12,40efd339-23fa-4b34-bd98-2ffde04df3d0,06a0ef5e-0719-4180-af57-c2155b8724a5,Hogar,1,202.20443959605126,130.36566382460416,Silla,Japón
46e56249-74c3-4d41-85a8-a3ee811ddbb3,2022-10-20,93b261ea-15d4-4c5d-891e-de4b8e304859,460c938d-bad6-4912-bff0-e88bd42e2ef8,Juguetes,3,187.27280540760702,121.29119230769231,Lego,Reino Unido
8ada0fd9-a3cd-482a-bdcd-61a6a7de6bc4,2023-11-26,9d50e23f-7141-4ea3-991d-1dad0d91cb96,6cff2163-842d-4797-96c0-24ebe8c019e6,Electrónica,2,194.74009285029777,127.19261813537676,Auriculares,España
912522c8-adfb-44f3-bd58-e9661ee32416,2023-07-27,15a7ab1b-62e0-43ff-8411-b59246bc32c6,b1440df4-68ce-4acf-b78f-f17090b83f24,Juguetes,1,185.75183957669114,120.90968193384224,Pista de coches,Reino Unido
95b2634f-e211-4c1c-b2a3-b28af3c2fcc8,2024-05-21,d76a2c3d-eabb-4bfa-9bd0-955ee21b6e71,43be31bf-a267-4f41-98a5-d9f2efea2f50,Ropa,2,189.09927701394648,123.88963567839195,Sombrero,Estados Unidos
723fc064-6590-4134-b94c-adf0bf1a33ee,2023-04-27,64315dd2-6563-4062-bee5-1ebe4f9e261d,62798b69-e66c-426e-94ec-03de2d454927,Electrónica,3,194.74009285029777,127.19261813537676,Auriculares,Francia
58ba5543-ed78-478a-9266-ac8e7aca3433,2024-04-18,f9c714bc-a76f-417d-a400-522db53e5647,7aa27bf8-d489-45e6-8fac-d9ed4ce3c705,Hogar,1,202.20443959605126,130.36566382460416,Silla,México
c7a9ded2-c7a9-4a8b-b527-5bbe3ad35f57,2023-12-01,4e29b17a-be17-4a02-9c3a-dd36ae78b5a9,d8b515ef-0b7c-4d1a-b114-d766ce200f87,Electrónica,2,197.9381926217956,127.76854838709677,Televisor,España
